source,target,osmid,lanes,name,highway,oneway,reversed,length,highway,lanes,name,junction,geometry,access,service,landuse,tunnel,width
9582318426,8050739831,864177609,,,,False,True,16.251,,,,,"LINESTRING (105.85726 21.0198797, 105.8572944 21.0198686, 105.8572551 21.0197626)",,,,,
9696654437,8178544953,399627032,,Phố Nguyễn Chế Nghĩa,residential,False,False,64.254,residential,,Phố Nguyễn Chế Nghĩa,,,,,,,
9696654437,9696654438,1055265354,,,service,False,False,36.417,service,,,,,,,,,
9696654437,6689431164,399627032,,Phố Nguyễn Chế Nghĩa,residential,False,True,73.592,residential,,Phố Nguyễn Chế Nghĩa,,"LINESTRING (105.8529375 21.0200803, 105.8528287 21.0197416, 105.8526981 21.0194585)",,,,,
9696654438,9696654437,1055265354,,,service,False,True,36.417,service,,,,,,,,,
9965351574,6611717984,704147263,,Opera Business Centre,,False,False,3.55,,,Opera Business Centre,,,,,,,
9965351574,6611717985,704147263,,Opera Business Centre,,False,True,19.238,,,Opera Business Centre,,,,,,,
9965351574,9965351577,1087647919,,,,False,False,38.983000000000004,,,,,"LINESTRING (105.8564408 21.0248251, 105.8563872 21.0246629, 105.8565723 21.0246095)",,,,,
9965351575,6611717988,704147263,,Opera Business Centre,,False,False,15.18,,,Opera Business Centre,,,,,,,
9965351575,9965351576,704147263,,Opera Business Centre,,False,True,5.883,,,Opera Business Centre,,,,,,,
9965351576,9965351575,704147263,,Opera Business Centre,,False,False,5.883,,,Opera Business Centre,,,,,,,
9965351576,6611717992,704147263,,Opera Business Centre,,False,True,3.436,,,Opera Business Centre,,,,,,,
9965351577,6611717985,704147263,,Opera Business Centre,,False,False,19.114,,,Opera Business Centre,,,,,,,
9965351577,9965351578,704147263,,Opera Business Centre,,False,True,9.887,,,Opera Business Centre,,,,,,,
9965351577,9965351574,1087647919,,,,False,True,38.983000000000004,,,,,"LINESTRING (105.8565723 21.0246095, 105.8563872 21.0246629, 105.8564408 21.0248251)",,,,,
9965351578,9965351577,704147263,,Opera Business Centre,,False,False,9.887,,,Opera Business Centre,,,,,,,
9965351578,9965351579,704147263,,Opera Business Centre,,False,True,4.546,,,Opera Business Centre,,,,,,,
9965351579,9965351578,704147263,,Opera Business Centre,,False,False,4.546,,,Opera Business Centre,,,,,,,
9965351579,9965351580,704147263,,Opera Business Centre,,False,True,5.103,,,Opera Business Centre,,,,,,,
9965351580,9965351579,704147263,,Opera Business Centre,,False,False,5.103,,,Opera Business Centre,,,,,,,
9965351580,6611717986,704147263,,Opera Business Centre,,False,True,5.451,,,Opera Business Centre,,,,,,,
9965351582,6611717986,704147263,,Opera Business Centre,,False,False,15.399,,,Opera Business Centre,,,,,,,
9965351582,6611717988,704147263,,Opera Business Centre,,False,True,22.868,,,Opera Business Centre,,,,,,,
9965351582,6611717985,1087647920,,,,False,True,10.141,,,,,,,,,,
9965351583,9965351584,1087647922,,,,False,False,1.27,,,,,,,,,,
9965351583,9965351601,1087647922,,,,False,True,1.379,,,,,,,,,,
9965351584,9965351585,1087647922,,,,False,False,1.258,,,,,,,,,,
9965351584,9965351583,1087647922,,,,False,True,1.27,,,,,,,,,,
9965351585,9965351586,1087647922,,,,False,False,1.259,,,,,,,,,,
9965351585,9965351584,1087647922,,,,False,True,1.258,,,,,,,,,,
9965351586,9965351587,1087647922,,,,False,False,1.256,,,,,,,,,,
9965351586,9965351585,1087647922,,,,False,True,1.259,,,,,,,,,,
9965351587,9965351588,1087647922,,,,False,False,1.263,,,,,,,,,,
9965351587,9965351586,1087647922,,,,False,True,1.256,,,,,,,,,,
9965351588,9965351602,1087647922,,,,False,False,0.564,,,,,,,,,,
9965351588,9965351587,1087647922,,,,False,True,1.263,,,,,,,,,,
9965351589,9965351590,1087647922,,,,False,False,1.379,,,,,,,,,,
9965351589,9965351598,1087647922,,,,False,True,1.257,,,,,,,,,,
9965351590,9965351591,1087647922,,,,False,False,1.376,,,,,,,,,,
9965351590,9965351589,1087647922,,,,False,True,1.379,,,,,,,,,,
9965351591,9965351592,1087647922,,,,False,False,1.384,,,,,,,,,,
9965351591,9965351590,1087647922,,,,False,True,1.376,,,,,,,,,,
9965351592,9965351593,1087647922,,,,False,False,1.382,,,,,,,,,,
9965351592,9965351591,1087647922,,,,False,True,1.384,,,,,,,,,,
9965351593,9965351594,1087647922,,,,False,False,1.378,,,,,,,,,,
9965351593,9965351592,1087647922,,,,False,True,1.382,,,,,,,,,,
9965351594,9965351595,1087647922,,,,False,False,1.382,,,,,,,,,,
9965351594,9965351593,1087647922,,,,False,True,1.378,,,,,,,,,,
9965351595,9965351599,1087647922,,,,False,False,1.388,,,,,,,,,,
9965351595,9965351594,1087647922,,,,False,True,1.382,,,,,,,,,,
9965351595,9965351605,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,True,41.371,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351596,9965351597,1087647922,,,,False,False,1.258,,,,,,,,,,
9965351596,9965351602,1087647922,,,,False,True,0.694,,,,,,,,,,
9965351597,9965351598,1087647922,,,,False,False,1.265,,,,,,,,,,
9965351597,9965351596,1087647922,,,,False,True,1.258,,,,,,,,,,
9965351598,9965351589,1087647922,,,,False,False,1.257,,,,,,,,,,
9965351598,9965351597,1087647922,,,,False,True,1.265,,,,,,,,,,
9965351599,9965351600,1087647922,,,,False,False,1.372,,,,,,,,,,
9965351599,9965351595,1087647922,,,,False,True,1.388,,,,,,,,,,
9965351600,9965351601,1087647922,,,,False,False,1.379,,,,,,,,,,
9965351600,9965351599,1087647922,,,,False,True,1.372,,,,,,,,,,
9965351601,9965351583,1087647922,,,,False,False,1.379,,,,,,,,,,
9965351601,9965351600,1087647922,,,,False,True,1.379,,,,,,,,,,
9965351602,9965351596,1087647922,,,,False,False,0.694,,,,,,,,,,
9965351602,9965351588,1087647922,,,,False,True,0.564,,,,,,,,,,
9965351602,9965351603,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,False,31.998,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351603,9965351604,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,False,46.162,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351603,9965351602,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,True,31.998,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351604,6611718005,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,False,3.05,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351604,9965351603,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,True,46.162,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351605,9965351595,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,False,41.371,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351605,6611718004,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,True,5.831,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351607,5753234221,1087647924,,,,False,False,2.893,,,,,,,,,,
9965351607,9965351608,1087647924,,,,False,True,1.946,,,,,,,,,,
9965351608,9965351607,1087647924,,,,False,False,1.946,,,,,,,,,,
9965351608,6611718001,1087647924,,,,False,True,2.532,,,,,,,,,,
9965351609,6611718004,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,False,6.433,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351609,6611718005,1087647923,,Sở Giao dịch Chứng khoán Hà Nội,,False,True,23.326,,,Sở Giao dịch Chứng khoán Hà Nội,,,,,,,
9965351609,9965351611,1087647925,,,,False,False,32.426,,,,,,,,,,
9965351610,6611718006,1087647924,,,,False,False,5.434,,,,,,,,,,
9965351610,6611718005,1087647924,,,,False,True,35.645,,,,,,,,,,
9965351610,9965351612,1087647925,,,,False,True,19.974,,,,,,,,,,
9965351611,9965351612,1087647925,,,,False,False,4.264,,,,,,,,,,
9965351611,9965351609,1087647925,,,,False,True,32.426,,,,,,,,,,
9965351612,9965351610,1087647925,,,,False,False,19.974,,,,,,,,,,
9965351612,9965351611,1087647925,,,,False,True,4.264,,,,,,,,,,
9965351615,9965351616,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,33.985,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965351615,9965357125,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,3.092,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965351616,9965357117,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,47.41,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965351616,9965351615,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,33.985,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357117,9965357123,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,2.854,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357117,9965351616,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,47.41,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357118,9965357119,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,21.381,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357118,9965357123,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,9.715,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357118,9965357121,1087647928,,,,False,False,39.59,,,,,,,,,,
9965357119,9965357120,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,21.427,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357119,9965357118,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,21.381,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357120,9965357122,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,60.958,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357120,9965357119,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,21.427,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357121,9965357122,1087647928,,,,False,False,21.399,,,,,,,,,,
9965357121,9965357118,1087647928,,,,False,True,39.59,,,,,,,,,,
9965357122,9965357125,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,4.744,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357122,9965357120,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,60.958,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357122,9965357121,1087647928,,,,False,True,21.399,,,,,,,,,,
9965357123,9965357118,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,9.715,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357123,9965357117,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,2.854,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357123,9965357124,1087647929,,,,False,False,44.252,,,,,,,,,,
9965357124,9965357125,1087647929,,,,False,False,30.989,,,,,,,,,,
9965357124,9965357123,1087647929,,,,False,True,44.252,,,,,,,,,,
9965357125,9965351615,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,False,3.092,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357125,9965357122,1087647927,,Ngân hàng Nhà nước Việt Nam,,False,True,4.744,,,Ngân hàng Nhà nước Việt Nam,,,,,,,
9965357125,9965357124,1087647929,,,,False,True,30.989,,,,,,,,,,
9965357127,5707054217,1087647931,,,service,False,False,10.522,service,,,,,,driveway,,,
9965357127,9965357130,1087647931,,,service,False,True,12.858,service,,,,,,driveway,,,
9965357129,5707060227,1087647932,,,service,False,False,10.839,service,,,,,,driveway,,,
9965357129,9965357131,1087647932,,,service,False,True,12.511,service,,,,,,driveway,,,
9965357130,9965357127,1087647931,,,service,False,False,12.858,service,,,,,,driveway,,,
9965357130,9965357131,1087647934,,,service,False,False,34.059,service,,,,,,driveway,,,
9965357131,9965357129,1087647932,,,service,False,False,12.511,service,,,,,,driveway,,,
9965357131,9965357130,1087647934,,,service,False,True,34.059,service,,,,,,driveway,,,
9965975713,9965975714,1087707945,,,,False,False,31.361,,,,,,,,,,
9965975713,9965984736,1087707945,,,,False,True,4.174,,,,,,,,,,
9965975714,9965984728,1087707945,,,,False,False,1.434,,,,,,,,,,
9965975714,9965975713,1087707945,,,,False,True,31.361,,,,,,,,,,
9965975715,9965975716,1087707945,,,,False,False,4.969,,,,,,,,,,
9965975715,9965984727,1087707945,,,,False,True,6.422,,,,,,,,,,
9965975716,9965984717,1087707945,,,,False,False,3.798,,,,,,,,,,
9965975716,9965975715,1087707945,,,,False,True,4.969,,,,,,,,,,
9965984717,9965984735,1087707945,,,,False,False,3.446,,,,,,,,,,
9965984717,9965975716,1087707945,,,,False,True,3.798,,,,,,,,,,
9965984718,9965984719,1087707945,,,,False,False,31.398,,,,,,,,,,
9965984718,9965984735,1087707945,,,,False,True,2.038,,,,,,,,,,
9965984719,9965984724,1087707945,,,,False,False,35.755,,,,,,,,,,
9965984719,9965984718,1087707945,,,,False,True,31.398,,,,,,,,,,
9965984719,9965984750,1087707948,,,,False,True,3.854,,,,,,,,,,
9965984720,9965984723,1087707945,,,,False,False,21.404,,,,,,,,,,
9965984720,9965984751,1087707945,,,,False,True,1.991,,,,,,,,,,
9965984720,9965984764,1087707949,,,,False,True,35.755,,,,,,,,,,
9965984720,9965984752,1087707950,,,,False,False,5.0,,,,,,,,,,
9965984721,9965984736,1087707945,,,,False,False,34.329,,,,,,,,,,
9965984721,9965984722,1087707945,,,,False,True,4.321,,,,,,,,,,
9965984722,9965984721,1087707945,,,,False,False,4.321,,,,,,,,,,
9965984722,9965984723,1087707945,,,,False,True,21.19,,,,,,,,,,
9965984722,9965984737,1087707947,,,,False,True,34.297,,,,,,,,,,
9965984722,9965984754,1087707950,,,,False,True,6.383,,,,,,,,,,
9965984723,9965984722,1087707945,,,,False,False,21.19,,,,,,,,,,
9965984723,9965984720,1087707945,,,,False,True,21.404,,,,,,,,,,
9965984724,9965984751,1087707945,,,,False,False,3.63,,,,,,,,,,
9965984724,9965984719,1087707945,,,,False,True,35.755,,,,,,,,,,
9965984725,9965984726,1087707945,,,,False,False,4.51,,,,,,,,,,
9965984725,9965984728,1087707945,,,,False,True,4.146,,,,,,,,,,
9965984726,9965984727,1087707945,,,,False,False,5.466,,,,,,,,,,
9965984726,9965984725,1087707945,,,,False,True,4.51,,,,,,,,,,
9965984727,9965975715,1087707945,,,,False,False,6.422,,,,,,,,,,
9965984727,9965984726,1087707945,,,,False,True,5.466,,,,,,,,,,
9965984728,9965984725,1087707945,,,,False,False,4.146,,,,,,,,,,
9965984728,9965975714,1087707945,,,,False,True,1.434,,,,,,,,,,
9965984728,9965984729,1087707946,,,,False,False,3.695,,,,,,,,,,
9965984729,9965984730,1087707946,,,,False,False,4.921,,,,,,,,,,
9965984729,9965984728,1087707946,,,,False,True,3.695,,,,,,,,,,
9965984730,9965984731,1087707946,,,,False,False,5.547,,,,,,,,,,
9965984730,9965984729,1087707946,,,,False,True,4.921,,,,,,,,,,
9965984731,9965984732,1087707946,,,,False,False,5.417,,,,,,,,,,
9965984731,9965984730,1087707946,,,,False,True,5.547,,,,,,,,,,
9965984732,9965984733,1087707946,,,,False,False,5.062,,,,,,,,,,
9965984732,9965984731,1087707946,,,,False,True,5.417,,,,,,,,,,
9965984733,9965984734,1087707946,,,,False,False,3.765,,,,,,,,,,
9965984733,9965984732,1087707946,,,,False,True,5.062,,,,,,,,,,
9965984734,9965984735,1087707946,,,,False,False,2.34,,,,,,,,,,
9965984734,9965984733,1087707946,,,,False,True,3.765,,,,,,,,,,
9965984735,9965984718,1087707945,,,,False,False,2.038,,,,,,,,,,
9965984735,9965984717,1087707945,,,,False,True,3.446,,,,,,,,,,
9965984735,9965984734,1087707946,,,,False,True,2.34,,,,,,,,,,
9965984736,9965975713,1087707945,,,,False,False,4.174,,,,,,,,,,
9965984736,9965984721,1087707945,,,,False,True,34.329,,,,,,,,,,
9965984736,9965984737,1087707947,,,,False,False,4.44,,,,,,,,,,
9965984737,9965984722,1087707947,,,,False,False,34.297,,,,,,,,,,
9965984737,9965984736,1087707947,,,,False,True,4.44,,,,,,,,,,
9965984737,9965984738,1087707948,,,,False,False,7.866,,,,,,,,,,
9965984738,9965984755,1087707948,,,,False,False,23.928,,,,,,,,,,
9965984738,9965984737,1087707948,,,,False,True,7.866,,,,,,,,,,
9965984739,9965984740,1087707948,,,,False,False,3.468,,,,,,,,,,
9965984739,9965984755,1087707948,,,,False,True,15.164,,,,,,,,,,
9965984740,9965984741,1087707948,,,,False,False,3.178,,,,,,,,,,
9965984740,9965984739,1087707948,,,,False,True,3.468,,,,,,,,,,
9965984741,9965984742,1087707948,,,,False,False,4.937,,,,,,,,,,
9965984741,9965984740,1087707948,,,,False,True,3.178,,,,,,,,,,
9965984742,9965984743,1087707948,,,,False,False,4.785,,,,,,,,,,
9965984742,9965984741,1087707948,,,,False,True,4.937,,,,,,,,,,
9965984743,9965984744,1087707948,,,,False,False,5.781,,,,,,,,,,
9965984743,9965984742,1087707948,,,,False,True,4.785,,,,,,,,,,
9965984744,9965984745,1087707948,,,,False,False,4.542,,,,,,,,,,
9965984744,9965984743,1087707948,,,,False,True,5.781,,,,,,,,,,
9965984745,9965984746,1087707948,,,,False,False,3.195,,,,,,,,,,
9965984745,9965984744,1087707948,,,,False,True,4.542,,,,,,,,,,
9965984746,9965984747,1087707948,,,,False,False,2.605,,,,,,,,,,
9965984746,9965984745,1087707948,,,,False,True,3.195,,,,,,,,,,
9965984747,9965984748,1087707948,,,,False,False,2.921,,,,,,,,,,
9965984747,9965984746,1087707948,,,,False,True,2.605,,,,,,,,,,
9965984748,9965984749,1087707948,,,,False,False,38.11,,,,,,,,,,
9965984748,9965984747,1087707948,,,,False,True,2.921,,,,,,,,,,
9965984749,9965984750,1087707948,,,,False,False,3.308,,,,,,,,,,
9965984749,9965984748,1087707948,,,,False,True,38.11,,,,,,,,,,
9965984750,9965984719,1087707948,,,,False,False,3.854,,,,,,,,,,
9965984750,9965984749,1087707948,,,,False,True,3.308,,,,,,,,,,
9965984750,9965984764,1087707949,,,,False,False,1.768,,,,,,,,,,
9965984751,9965984720,1087707945,,,,False,False,1.991,,,,,,,,,,
9965984751,9965984724,1087707945,,,,False,True,3.63,,,,,,,,,,
9965984752,9965984753,1087707950,,,,False,False,27.7,,,,,,,,,,
9965984752,9965984720,1087707950,,,,False,True,5.0,,,,,,,,,,
9965984753,9965984754,1087707950,,,,False,False,26.089,,,,,,,,,,
9965984753,9965984752,1087707950,,,,False,True,27.7,,,,,,,,,,
9965984754,9965984722,1087707950,,,,False,False,6.383,,,,,,,,,,
9965984754,9965984753,1087707950,,,,False,True,26.089,,,,,,,,,,
9965984755,9965984739,1087707948,,,,False,False,15.164,,,,,,,,,,
9965984755,9965984738,1087707948,,,,False,True,23.928,,,,,,,,,,
9965984755,9965984756,1087707951,,Bộ Tài chính,,False,False,2.217,,,Bộ Tài chính,,,,,,,
9965984756,9965984757,1087707951,,Bộ Tài chính,,False,False,19.125,,,Bộ Tài chính,,,,,,,
9965984756,9965984755,1087707951,,Bộ Tài chính,,False,True,2.217,,,Bộ Tài chính,,,,,,,
9965984757,9965984758,1087707951,,Bộ Tài chính,,False,False,8.48,,,Bộ Tài chính,,,,,,,
9965984757,9965984756,1087707951,,Bộ Tài chính,,False,True,19.125,,,Bộ Tài chính,,,,,,,
9965984758,9965984759,1087707951,,Bộ Tài chính,,False,False,10.429,,,Bộ Tài chính,,,,,,,
9965984758,9965984757,1087707951,,Bộ Tài chính,,False,True,8.48,,,Bộ Tài chính,,,,,,,
9965984759,9965984760,1087707951,,Bộ Tài chính,,False,False,11.516,,,Bộ Tài chính,,,,,,,
9965984759,9965984758,1087707951,,Bộ Tài chính,,False,True,10.429,,,Bộ Tài chính,,,,,,,
9965984760,9965984761,1087707951,,Bộ Tài chính,,False,False,10.349,,,Bộ Tài chính,,,,,,,
9965984760,9965984759,1087707951,,Bộ Tài chính,,False,True,11.516,,,Bộ Tài chính,,,,,,,
9965984761,9965984762,1087707951,,Bộ Tài chính,,False,False,8.532,,,Bộ Tài chính,,,,,,,
9965984761,9965984760,1087707951,,Bộ Tài chính,,False,True,10.349,,,Bộ Tài chính,,,,,,,
9965984762,9965984763,1087707951,,Bộ Tài chính,,False,False,45.316,,,Bộ Tài chính,,,,,,,
9965984762,9965984761,1087707951,,Bộ Tài chính,,False,True,8.532,,,Bộ Tài chính,,,,,,,
9965984763,9965984764,1087707951,,Bộ Tài chính,,False,False,5.676,,,Bộ Tài chính,,,,,,,
9965984763,9965984762,1087707951,,Bộ Tài chính,,False,True,45.316,,,Bộ Tài chính,,,,,,,
9965984764,9965984720,1087707949,,,,False,False,35.755,,,,,,,,,,
9965984764,9965984750,1087707949,,,,False,True,1.768,,,,,,,,,,
9965984764,9965984763,1087707951,,Bộ Tài chính,,False,True,5.676,,,Bộ Tài chính,,,,,,,
9966134298,102989115,964674136,2,Phố Lê Thánh Tông,tertiary,False,False,4.24,tertiary,2,Phố Lê Thánh Tông,,,,,,,
9966134298,6689625512,964674136,2,Phố Lê Thánh Tông,tertiary,False,True,11.876,tertiary,2,Phố Lê Thánh Tông,,,,,,,
9966134298,10142026296,1087731711,,,service,False,False,7.423,service,,,,,,,,,
9966134300,6611833242,704159203,,Trường Đại học Dược Hà Nội,,False,False,2.641,,,Trường Đại học Dược Hà Nội,,,,,,,
9966134300,10142026296,1087731711,,,service,False,True,7.456,service,,,,,,,,,
9966134300,7822814653,704159203,,Trường Đại học Dược Hà Nội,,False,True,237.74399999999997,,,Trường Đại học Dược Hà Nội,,"LINESTRING (105.8581737 21.0212327, 105.8579627 21.0218672, 105.8589229 21.0221513, 105.859093 21.021642)",,,,,
9966134300,10142026297,"[895511145, 1087731711]",,,service,False,"[False, True]",133.344,service,,,,"LINESTRING (105.8581737 21.0212327, 105.8584852 21.0213225, 105.858656 21.0208331, 105.8582682 21.020717)",,,,,
9966134316,6689675996,28103437,,Phố Phan Huy Chú,residential,False,False,72.022,residential,,Phố Phan Huy Chú,,,,,,,
9966134316,102989719,28103437,,Phố Phan Huy Chú,residential,False,True,9.75,residential,,Phố Phan Huy Chú,,,,,,,
10118488788,7821910479,838062937,4,Đường Trần Khánh Dư,primary,False,False,23.705,primary,4,Đường Trần Khánh Dư,,,,,,,
10118488788,7821910476,838062937,4,Đường Trần Khánh Dư,primary,False,True,38.666,primary,4,Đường Trần Khánh Dư,,,,,,,
10118488789,7821910479,1105753219,,,service,False,False,25.478,service,,,,,no,,,,
10118488789,7821910477,"[1105753219, 838526715]",,,service,False,True,22.565,service,,,,"LINESTRING (105.8612527 21.022104, 105.8612583 21.0221353, 105.8611928 21.0222952)",no,,,,
10118488791,10142638734,838062935,2,Đường Trần Khánh Dư,primary,False,False,3.487,primary,2,Đường Trần Khánh Dư,,,,,,,
10118488791,2218334196,838062935,2,Đường Trần Khánh Dư,primary,False,True,55.85,primary,2,Đường Trần Khánh Dư,,,,,,,
10118488793,2218334196,11550678,1,Đường Trần Khánh Dư,secondary,False,False,18.544,secondary,1,Đường Trần Khánh Dư,,,,,,,
10118488793,10142638729,711134054,2,Đường Trần Khánh Dư,primary,False,True,13.067,primary,2,Đường Trần Khánh Dư,,,,,,,
10118488793,5707599790,11550678,1,Đường Trần Khánh Dư,secondary,False,True,26.585,secondary,1,Đường Trần Khánh Dư,,"LINESTRING (105.8617484 21.0197707, 105.8616915 21.0197184, 105.8616453 21.0196641, 105.8615967 21.0195804)",,,,,
10118488793,6648288797,"[711134701, 711134054]",2,Đường Trần Khánh Dư,primary,False,False,132.427,primary,2,Đường Trần Khánh Dư,,"LINESTRING (105.8617484 21.0197707, 105.8619011 21.0190925, 105.8620102 21.0186051)",,,,,
10118488798,7821910476,38134265,4,Đường Trần Khánh Dư,primary,False,False,118.845,primary,4,Đường Trần Khánh Dư,,,,,,,
10118488798,309653587,38134265,4,Đường Trần Khánh Dư,primary,False,True,38.292,primary,4,Đường Trần Khánh Dư,,,,,,,
10130015946,6689625506,711514830,,Ngõ 3 Hàm Long,residential,False,False,23.9,residential,,Ngõ 3 Hàm Long,,,,,,,
10130015946,6689625507,711514830,,Ngõ 3 Hàm Long,residential,False,True,4.106,residential,,Ngõ 3 Hàm Long,,,,,,,
10130015963,6685556118,711134471,,Ngõ Hàm Long II,residential,False,True,4.972,residential,,Ngõ Hàm Long II,,,,,,,
10130015963,10211803187,711134471,,Ngõ Hàm Long II,residential,False,False,65.223,residential,,Ngõ Hàm Long II,,"LINESTRING (105.854209 21.0187513, 105.854357 21.018992, 105.8543918 21.0190075, 105.8544314 21.0189878, 105.8544895 21.019047, 105.8545635 21.0191259, 105.854523 21.0191521)",,,,,
10130015977,6689625504,711514829,,Ngõ 1 Hàm Long,residential,False,False,18.509,residential,,Ngõ 1 Hàm Long,,,,,,,
10130015977,6689625505,711514829,,Ngõ 1 Hàm Long,residential,False,True,3.574,residential,,Ngõ 1 Hàm Long,,,,,,,
10130015979,6685556118,28103280,2,Phố Hàm Long,residential,False,False,73.899,residential,2,Phố Hàm Long,,,,,,,
10130015979,102986558,28103280,2,Phố Hàm Long,residential,False,True,19.763,residential,2,Phố Hàm Long,,,,,,,
10130015981,102986558,457131694,2,Phố Lê Văn Hưu,tertiary,False,False,20.045,tertiary,2,Phố Lê Văn Hưu,,,,,,,
10130015981,6689714427,457131694,2,Phố Lê Văn Hưu,tertiary,False,True,199.97400000000002,tertiary,2,Phố Lê Văn Hưu,,"LINESTRING (105.8548411 21.0182805, 105.8541687 21.0179301, 105.8541166 21.0179222, 105.854072 21.0179264, 105.8539568 21.0179465, 105.853025 21.0180736)",,,,,
10139319534,5707599788,600115738,,,service,False,True,8.768,service,,,,,,,,,
10139319534,5707599786,600115738,,,service,False,False,88.19300000000001,service,,,,"LINESTRING (105.8593503 21.0189592, 105.8593923 21.0191419, 105.8591455 21.0197027)",,,,,
10139319541,6689794091,711536113,,,service,False,False,3.006,service,,,,,,,,,
10139319541,442601282,711536113,,,service,False,True,16.121,service,,,,,,,,,
10139319551,445371170,711525564,,,service,False,False,7.85,service,,,,,,,,,
10139319551,5707599775,711525564,,,service,False,True,12.871,service,,,,"LINESTRING (105.8602925 21.0185375, 105.8602806 21.0184562, 105.8602758 21.0184228)",,,,,
10139319557,442601282,813360486,2,Phố Trần Hưng Đạo,secondary,False,True,11.753,secondary,2,Phố Trần Hưng Đạo,,,,,,,
10139319557,10139319561,1108118613,,,service,False,False,8.568,service,,,,,,,,,
10139319557,445371170,813360486,2,Phố Trần Hưng Đạo,secondary,False,False,93.38399999999999,secondary,2,Phố Trần Hưng Đạo,,"LINESTRING (105.8611697 21.0184181, 105.8610907 21.0184092, 105.8609707 21.0184208, 105.8603005 21.0186077)",,,,,
10139319558,5707599776,838076294,,,service,False,False,3.936,service,,,,,private,,,,
10139319558,5707599781,838076294,,,service,False,True,130.486,service,,,,"LINESTRING (105.861213 21.018231, 105.8616346 21.0183332, 105.8617124 21.0182856, 105.8618116 21.0178625, 105.8615515 21.0178174)",private,,,,
10139319558,10139319561,1108118613,,,service,False,True,12.716999999999999,service,,,,"LINESTRING (105.861213 21.018231, 105.8611984 21.0182941, 105.8611872 21.0183428)",,,,,
10139319561,10139319557,1108118613,,,service,False,True,8.568,service,,,,,,,,,
10139319561,10139319558,1108118613,,,service,False,False,12.716999999999999,service,,,,"LINESTRING (105.8611872 21.0183428, 105.8611984 21.0182941, 105.861213 21.018231)",,,,,
10139319599,2218590775,880504074,,,tertiary_link,False,False,17.451,tertiary_link,,,,,,,,,
10139319599,8189781578,880504074,,,tertiary_link,False,True,15.32,tertiary_link,,,,,,,,,
